/m/home/home5/51/nguyenb5/unix/Reinforcement-Learning/venv/lib/python3.10/site-packages/gym/envs/registration.py:593: UserWarning: [33mWARN: The environment CartPole-v0 is out of date. You should consider upgrading to version `v1`.
  logger.warn(
{'episode': 0, 'epsilon': 1.0, 'ep_reward': 13.0, 'timesteps': 13, 'ep_reward_avg': 13.0}
{'episode': 7500, 'epsilon': 0.0026595744680851063, 'ep_reward': 43.0, 'timesteps': 43, 'ep_reward_avg': 55.226}
{'episode': 8000, 'epsilon': 0.0024937655860349127, 'ep_reward': 44.0, 'timesteps': 44, 'ep_reward_avg': 51.154}
{'episode': 8500, 'epsilon': 0.002347417840375587, 'ep_reward': 28.0, 'timesteps': 28, 'ep_reward_avg': 52.254}
{'episode': 9000, 'epsilon': 0.0022172949002217295, 'ep_reward': 35.0, 'timesteps': 35, 'ep_reward_avg': 51.752}
{'episode': 9500, 'epsilon': 0.0021008403361344537, 'ep_reward': 123.0, 'timesteps': 123, 'ep_reward_avg': 53.036}
{'episode': 10000, 'epsilon': 0.001996007984031936, 'ep_reward': 38.0, 'timesteps': 38, 'ep_reward_avg': 51.158}
{'episode': 10500, 'epsilon': 0.0019011406844106464, 'ep_reward': 149.0, 'timesteps': 149, 'ep_reward_avg': 54.868}
{'episode': 11000, 'epsilon': 0.0018148820326678765, 'ep_reward': 77.0, 'timesteps': 77, 'ep_reward_avg': 52.298}
{'episode': 11500, 'epsilon': 0.001736111111111111, 'ep_reward': 40.0, 'timesteps': 40, 'ep_reward_avg': 54.598}
{'episode': 12000, 'epsilon': 0.0016638935108153079, 'ep_reward': 30.0, 'timesteps': 30, 'ep_reward_avg': 53.218}
{'episode': 12500, 'epsilon': 0.001597444089456869, 'ep_reward': 23.0, 'timesteps': 23, 'ep_reward_avg': 55.096}
{'episode': 13000, 'epsilon': 0.0015360983102918587, 'ep_reward': 55.0, 'timesteps': 55, 'ep_reward_avg': 54.118}
{'episode': 13500, 'epsilon': 0.0014792899408284023, 'ep_reward': 46.0, 'timesteps': 46, 'ep_reward_avg': 54.232}
{'episode': 14000, 'epsilon': 0.0014265335235378032, 'ep_reward': 98.0, 'timesteps': 98, 'ep_reward_avg': 53.072}
{'episode': 14500, 'epsilon': 0.0013774104683195593, 'ep_reward': 21.0, 'timesteps': 21, 'ep_reward_avg': 50.942}
{'episode': 15000, 'epsilon': 0.0013315579227696406, 'ep_reward': 44.0, 'timesteps': 44, 'ep_reward_avg': 55.224}
{'episode': 15500, 'epsilon': 0.001288659793814433, 'ep_reward': 44.0, 'timesteps': 44, 'ep_reward_avg': 53.83}
{'episode': 16000, 'epsilon': 0.0012484394506866417, 'ep_reward': 92.0, 'timesteps': 92, 'ep_reward_avg': 51.702}
{'episode': 16500, 'epsilon': 0.0012106537530266344, 'ep_reward': 49.0, 'timesteps': 49, 'ep_reward_avg': 53.234}
{'episode': 17000, 'epsilon': 0.0011750881316098707, 'ep_reward': 51.0, 'timesteps': 51, 'ep_reward_avg': 52.548}
{'episode': 17500, 'epsilon': 0.001141552511415525, 'ep_reward': 49.0, 'timesteps': 49, 'ep_reward_avg': 53.95}
{'episode': 18000, 'epsilon': 0.0011098779134295228, 'ep_reward': 34.0, 'timesteps': 34, 'ep_reward_avg': 52.798}
{'episode': 18500, 'epsilon': 0.0010799136069114472, 'ep_reward': 56.0, 'timesteps': 56, 'ep_reward_avg': 53.936}
{'episode': 19000, 'epsilon': 0.0010515247108307045, 'ep_reward': 121.0, 'timesteps': 121, 'ep_reward_avg': 52.22}
{'episode': 19500, 'epsilon': 0.0010245901639344263, 'ep_reward': 31.0, 'timesteps': 31, 'ep_reward_avg': 52.93}
{'episode': 20000, 'epsilon': 0.000999000999000999, 'ep_reward': 111.0, 'timesteps': 111, 'ep_reward_avg': 54.366}
