/m/home/home5/51/nguyenb5/unix/Reinforcement-Learning/venv/lib/python3.10/site-packages/gym/envs/registration.py:593: UserWarning: [33mWARN: The environment CartPole-v0 is out of date. You should consider upgrading to version `v1`.
  logger.warn(
{'episode': 0, 'epsilon': 1.0, 'ep_reward': 13.0, 'timesteps': 13, 'ep_reward_avg': 13.0}
{'episode': 15000, 'epsilon': 0.0007993605115907274, 'ep_reward': 62.0, 'timesteps': 62, 'ep_reward_avg': 62.536}
{'episode': 15500, 'epsilon': 0.0007735946364105209, 'ep_reward': 156.0, 'timesteps': 156, 'ep_reward_avg': 64.452}
{'episode': 16000, 'epsilon': 0.0007494379215588309, 'ep_reward': 51.0, 'timesteps': 51, 'ep_reward_avg': 63.946}
{'episode': 16500, 'epsilon': 0.0007267441860465116, 'ep_reward': 155.0, 'timesteps': 155, 'ep_reward_avg': 59.072}
{'episode': 17000, 'epsilon': 0.0007053844345168116, 'ep_reward': 17.0, 'timesteps': 17, 'ep_reward_avg': 60.796}
{'episode': 17500, 'epsilon': 0.0006852444038373687, 'ep_reward': 50.0, 'timesteps': 50, 'ep_reward_avg': 64.9}
{'episode': 18000, 'epsilon': 0.0006662225183211193, 'ep_reward': 97.0, 'timesteps': 97, 'ep_reward_avg': 62.848}
{'episode': 18500, 'epsilon': 0.0006482281763180639, 'ep_reward': 33.0, 'timesteps': 33, 'ep_reward_avg': 64.044}
{'episode': 19000, 'epsilon': 0.0006311803071744162, 'ep_reward': 10.0, 'timesteps': 10, 'ep_reward_avg': 60.784}
{'episode': 19500, 'epsilon': 0.0006150061500615006, 'ep_reward': 78.0, 'timesteps': 78, 'ep_reward_avg': 66.454}
{'episode': 20000, 'epsilon': 0.0005996402158704777, 'ep_reward': 10.0, 'timesteps': 10, 'ep_reward_avg': 59.166}
