/m/home/home5/51/nguyenb5/unix/Reinforcement-Learning/venv/lib/python3.10/site-packages/gym/envs/registration.py:593: UserWarning: [33mWARN: The environment CartPole-v0 is out of date. You should consider upgrading to version `v1`.
  logger.warn(
{'episode': 0, 'epsilon': 1.0, 'ep_reward': 13.0, 'timesteps': 13, 'ep_reward_avg': 13.0}
{'episode': 8000, 'epsilon': 0.000999000999000999, 'ep_reward': 38.0, 'timesteps': 38, 'ep_reward_avg': 40.468}
{'episode': 8500, 'epsilon': 0.0009402914903620122, 'ep_reward': 45.0, 'timesteps': 45, 'ep_reward_avg': 40.492}
{'episode': 9000, 'epsilon': 0.0008880994671403197, 'ep_reward': 20.0, 'timesteps': 20, 'ep_reward_avg': 40.044}
{'episode': 9500, 'epsilon': 0.0008413967185527977, 'ep_reward': 35.0, 'timesteps': 35, 'ep_reward_avg': 41.244}
{'episode': 10000, 'epsilon': 0.0007993605115907274, 'ep_reward': 59.0, 'timesteps': 59, 'ep_reward_avg': 41.792}
{'episode': 10500, 'epsilon': 0.0007613247049866769, 'ep_reward': 20.0, 'timesteps': 20, 'ep_reward_avg': 39.894}
{'episode': 11000, 'epsilon': 0.0007267441860465116, 'ep_reward': 55.0, 'timesteps': 55, 'ep_reward_avg': 43.388}
{'episode': 11500, 'epsilon': 0.0006951685783802572, 'ep_reward': 14.0, 'timesteps': 14, 'ep_reward_avg': 42.874}
{'episode': 12000, 'epsilon': 0.0006662225183211193, 'ep_reward': 47.0, 'timesteps': 47, 'ep_reward_avg': 40.058}
{'episode': 12500, 'epsilon': 0.0006395906619763352, 'ep_reward': 19.0, 'timesteps': 19, 'ep_reward_avg': 42.408}
{'episode': 13000, 'epsilon': 0.0006150061500615006, 'ep_reward': 88.0, 'timesteps': 88, 'ep_reward_avg': 41.252}
{'episode': 13500, 'epsilon': 0.0005922416345869114, 'ep_reward': 46.0, 'timesteps': 46, 'ep_reward_avg': 41.846}
{'episode': 14000, 'epsilon': 0.0005711022272986865, 'ep_reward': 49.0, 'timesteps': 49, 'ep_reward_avg': 40.752}
{'episode': 14500, 'epsilon': 0.0005514199062586159, 'ep_reward': 26.0, 'timesteps': 26, 'ep_reward_avg': 39.47}
{'episode': 15000, 'epsilon': 0.0005330490405117271, 'ep_reward': 33.0, 'timesteps': 33, 'ep_reward_avg': 41.334}
{'episode': 15500, 'epsilon': 0.0005158627805003869, 'ep_reward': 36.0, 'timesteps': 36, 'ep_reward_avg': 41.84}
{'episode': 16000, 'epsilon': 0.0004997501249375312, 'ep_reward': 39.0, 'timesteps': 39, 'ep_reward_avg': 39.474}
{'episode': 16500, 'epsilon': 0.000484613520717228, 'ep_reward': 88.0, 'timesteps': 88, 'ep_reward_avg': 42.256}
{'episode': 17000, 'epsilon': 0.00047036688617121356, 'ep_reward': 15.0, 'timesteps': 15, 'ep_reward_avg': 37.786}
{'episode': 17500, 'epsilon': 0.0004569339730408956, 'ep_reward': 47.0, 'timesteps': 47, 'ep_reward_avg': 40.708}
{'episode': 18000, 'epsilon': 0.000444247001332741, 'ep_reward': 30.0, 'timesteps': 30, 'ep_reward_avg': 41.53}
{'episode': 18500, 'epsilon': 0.0004322455154527772, 'ep_reward': 21.0, 'timesteps': 21, 'ep_reward_avg': 36.852}
{'episode': 19000, 'epsilon': 0.00042087542087542086, 'ep_reward': 186.0, 'timesteps': 186, 'ep_reward_avg': 35.974}
{'episode': 19500, 'epsilon': 0.0004100881689563256, 'ep_reward': 25.0, 'timesteps': 25, 'ep_reward_avg': 34.746}
{'episode': 20000, 'epsilon': 0.00039984006397441024, 'ep_reward': 57.0, 'timesteps': 57, 'ep_reward_avg': 34.65}
